article,chemical,count,dbName,dbId
PMC4628703,"Kaempferol",1,,58573
PMC4628703,"Carvone",1,,38265
PMC4628703,"Linolenic acid",1,,27432
PMC4640387,"carvacrol",28,,3440
PMC4640387,"thymol",17,,27607
PMC4640387,"carotene",13,,23042
PMC4640387,"radical",9,,26519
PMC4640387,"Trolox",8,,82625
PMC4640387,"p-cymene",7,,28768
PMC4640387,"linoleic acid",5,,17351
PMC4640387,"water",4,,15377
PMC4640387,"methanol",4,,44520
PMC4640387,"and p",3,,73329
PMC4640387,"Ampicillin",3,,28971
PMC4640387,"hydroxy",3,,43176
PMC4640387,"monoterpene",3,,35187
PMC4640387,"Tween 80",2,,53426
PMC4640387,"resazurin",2,,8806
PMC4640387,"sodium sulfate",2,,32149
PMC4640387,"alkanes",2,,18310
PMC4640387,"chloroform",2,,35255
PMC4640387,"ethanol",2,,44730
PMC4640387,"1,8-cineole",2,,27961
PMC4640387,"phenols",2,,15882
PMC4640387,"lipids",1,,18059
PMC4640387,"butyl hydroxyanisole",1,,76359
PMC4640387,"butylated hydroxytoluene",1,,34247
PMC4640387,"dichloromethane",1,,15767
PMC4640387,"n-hexane",1,,29021
PMC4640387,"fused-silica",1,,46729
PMC4640387,"helium",1,,33681
PMC4640387,"psi",1,,74981
PMC4640387,"carboxylic acid",1,,33575
PMC4640387,"Tween 40",1,,53423
PMC4640387,"oxygen",1,,25805
PMC4640387,"methyl",1,,32875
PMC4640387,"epoxide",1,,32955
PMC4640387,"methyl cinnamate",1,,6857
PMC4640387,"nerolidol",1,,7524
PMC4640387,"citral",1,,23316
PMC4640387,"carvone",1,,38265
PMC4640387,"caryophyllene",1,,10357
PMC4640387,"phenyl",1,,30396
PMC4640387,"lipopolysaccharides",1,,16412
PMC4640387,"linalool",1,,17580
PMC4640387,"hydrogen",1,,49637
PMC4640387,"letter",1,,6446
PMC4640387,"radical cation",1,,36874
PMC4640387,"tocopherol",1,,27013
PMC4641935,"carvacrol",10,,3440
PMC4641935,"toluene",8,,17578
PMC4641935,"lead acetate",5,,31767
PMC4641935,"thymol",4,,27607
PMC4641935,"lipid",4,,18059
PMC4641935,"pilocarpine",4,,8207
PMC4641935,"nitrite",4,,16301
PMC4641935,"thiol",3,,29917
PMC4641935,"Sulfur mustard",2,,25434
PMC4641935,"linoleic acid",2,,17351
PMC4641935,"malondialdehyde",2,,566274
PMC4641935,"glutathione",2,,57925
PMC4641935,"taurine",2,,507393
PMC4641935,"aspartate",2,,72314
PMC4641935,"chlorpromazine",2,,3647
PMC4641935,"water",2,,15377
PMC4641935,"6-hydroxydopamine",2,,78741
PMC4641935,"prostaglandins",1,,26333
PMC4641935,"leukotrienes",1,,25029
PMC4641935,"methanol",1,,44520
PMC4641935,"scopolamine",1,,16794
PMC4641935,"protein",1,,16541
PMC4641935,"saponin",1,,26605
PMC4641935,"oleic acid",1,,16196
PMC4641935,"palmitic acid",1,,15756
PMC4641935,"arachidic acid",1,,28822
PMC4641935,"eicosadienoic acid",1,,73731
PMC4641935,"stearic acid",1,,28842
PMC4641935,"myristic acid",1,,28875
PMC4641935,"p-cymene",1,,28768
PMC4641935,"carvone",1,,38265
PMC4641935,"peptide",1,,16670
PMC4641935,"iron",1,,18248
PMC4641935,"ascorbate",1,,38290
PMC4641935,"acetylcholine",1,,15355
PMC4641935,"glutamate",1,,29987
PMC4641935,"pentylenetetrazole",1,,34910
PMC4641935,"valproate",1,,60654
PMC4641935,"perphenazine",1,,8028
PMC4641935,"phenol",1,,15882
PMC4641935,"apomorphine",1,,48538
PMC4641935,"propylthiouracil",1,,8502
PMC4641935,"thyroxine",1,,30660
PMC4641935,"Methotrexate",1,,44185
PMC4641935,"Galantamine",1,,42944
PMC4656844,"and p",5,,73329
PMC4656844,"Carvone",3,,38265
PMC4656844,"Ethyl",3,,62801
PMC4656844,"Hexanoic acid",3,,30776
PMC4656844,"alpha-Terpinene",2,,10334
PMC4656844,"phenylacetate",2,,8082
PMC4656844,"Isovaleric acid",2,,28484
PMC4656844,"Isoamyl acetate",2,,31725
PMC4656844,"acetic acid",1,,15366
PMC4656844,"valeric acid",1,,17418
PMC4656844,"ammonium",1,,28938
PMC4656844,"sulfide",1,,26822
PMC4656844,"mineral",1,,46662
PMC4656844,"polypropylene",1,,53550
PMC4656844,"Fenchone",1,,4999
PMC4656844,"(+)-Fenchone",1,,165
PMC4656844,"1,8-Cineol",1,,27961
PMC4656844,"1-Butanol",1,,28885
PMC4656844,"1-Propanol",1,,28831
PMC4656844,"2,3-Butanedione",1,,16583
PMC4656844,"alpha-Ionone",1,,32319
PMC4656844,"alpha-Pinene",1,,36740
PMC4656844,"Benzyl acetate",1,,52051
PMC4656844,"cis-3-Hexenylacetate",1,,61316
PMC4656844,"Citral",1,,23316
PMC4656844,"Citronellal",1,,47856
PMC4656844,"Citronellol",1,,50462
PMC4656844,"salicylate",1,,30762
PMC4656844,"Isobutyric acid",1,,16135
PMC4656844,"Linalool",1,,17580
PMC4656844,"Myrcene",1,,17221
PMC4656844,"p-Cresol",1,,17847
PMC4656844,"Propionic acid",1,,30768
PMC4656844,"(+)-limonene",1,,15382
PMC4656844,"(-)-limonene",1,,15383
PMC4656844,"Terpinen-4-ol",1,,78884
PMC4656844,"trans-Anethole",1,,35616
PMC4656844,"1-Decanol",1,,28903
PMC4656844,"Acetophenone",1,,27632
PMC4656844,"Allyl",1,,30361
PMC4656844,"caproate",1,,17120
PMC4656844,"Benzaldehyde",1,,17169
PMC4656844,"beta-Ionone",1,,32325
PMC4656844,"Dodecanal",1,,27836
PMC4656844,"butyrate",1,,17968
PMC4656844,"Eugenol",1,,4917
PMC4656844,"Geraniol",1,,17447
PMC4656844,"Guaiacol",1,,28591
PMC4656844,"Heptanal",1,,34787
PMC4656844,"Methyl anthranilate",1,,73244
PMC4656844,"Phenyl",1,,30396
PMC4656844,"ethanol",1,,44730
PMC4656844,"Diphenyloxide",1,,39258
PMC4656844,"a factor",1,,79381
PMC4664613,"Carvone",31,,38265
PMC4664613,"Trimethylamine",19,,58389
PMC4664613,"ethyl vanillin",4,,48408
PMC4664613,"phenyl",4,,30396
PMC4664613,"ethanol",4,,44730
PMC4664613,"isobutyl",3,,30356
PMC4664613,"phenylacetate",3,,8082
PMC4664613,"and p",3,,73329
PMC4664613,"mineral",2,,46662
PMC4664613,"polypropylene",1,,53550
PMC4670656,"Limonene",21,,15384
PMC4670656,"water",17,,15377
PMC4670656,"pinene",16,,17187
PMC4670656,"citral",9,,23316
PMC4670656,"myrcene",9,,17221
PMC4670656,"aldehydes",6,,17478
PMC4670656,"radical",5,,26519
PMC4670656,"streptomycin",5,,58007
PMC4670656,"oleylamide",5,,116314
PMC4670656,"Iron",4,,18248
PMC4670656,"terpenes",4,,35186
PMC4670656,"linalool",4,,17580
PMC4670656,"oleic acid",4,,16196
PMC4670656,"stearic acid",4,,28842
PMC4670656,"geraniol",4,,17447
PMC4670656,"phenols",3,,15882
PMC4670656,"caryophyllene",3,,10357
PMC4670656,"palmitic acid",3,,15756
PMC4670656,"terpineol",3,,26876
PMC4670656,"ketones",2,,17087
PMC4670656,"Trichloroacetic acid",2,,30956
PMC4670656,"sodium sulfate",2,,32149
PMC4670656,"methanol",2,,44520
PMC4670656,"ethanol",2,,44730
PMC4670656,"ascorbic acid",2,,29073
PMC4670656,"peroxyl radicals",2,,25935
PMC4670656,"thujene",2,,50030
PMC4670656,"decyl",2,,23580
PMC4670656,"unsaturated fatty acid",2,,27208
PMC4670656,"cannabinoid",2,,67194
PMC4670656,"sabinene",2,,50027
PMC4670656,"Neral",2,,29020
PMC4670656,"hydrocarbon",2,,24632
PMC4670656,"acetate",2,,47622
PMC4670656,"farnesene",2,,39237
PMC4670656,"alkenes",1,,32878
PMC4670656,"alcohols",1,,30879
PMC4670656,"esters",1,,35701
PMC4670656,"sulfonate",1,,33543
PMC4670656,"butylated hydroxytoluene",1,,34247
PMC4670656,"methyl alcohol",1,,17790
PMC4670656,"helium",1,,33681
PMC4670656,"nitrogen radical",1,,29351
PMC4670656,"carotenoids",1,,23044
PMC4670656,"radical cation",1,,36874
PMC4670656,"potassium",1,,85264
PMC4670656,"hydroxyl",1,,43176
PMC4670656,"Protein",1,,16541
PMC4670656,"thiol",1,,29917
PMC4670656,"Dimethyl sulfoxide",1,,28262
PMC4670656,"sesquiterpene",1,,35189
PMC4670656,"vinyl",1,,37603
PMC4670656,"ammonia",1,,16134
PMC4670656,"amide",1,,32988
PMC4670656,"oxygen",1,,25805
PMC4670656,"monoterpene",1,,35187
PMC4670656,"ferrous ion",1,,29033
PMC4670656,"linoleic acid",1,,17351
PMC4670656,"epoxyeicosatrienoic acids",1,,64007
PMC4670656,"octadecenoic acid",1,,25634
PMC4670656,"low density lipoprotein",1,,39026
PMC4670656,"nitrogen",1,,25555
PMC4670656,"gamma",1,,30212
PMC4670656,"amino",1,,46882
PMC4670656,"butyric acid",1,,30772
PMC4670656,"terpinolene",1,,9457
PMC4670656,"thymol",1,,27607
PMC4670656,"ether",1,,35702
PMC4670656,"Phellandrene",1,,50034
PMC4670656,"Dihydrocarveol",1,,50215
PMC4670656,"Citronellal",1,,47856
PMC4670656,"Isopulegol",1,,70479
PMC4670656,"Carveol",1,,23046
PMC4670656,"Carvone",1,,38265
PMC4670656,"Copaene",1,,10221
PMC4670656,"Germacrene",1,,36743
PMC4670656,"Cadinene",1,,22976
PMC4670656,"Farnesol",1,,42680
PMC4670656,"Myristic acid",1,,28875
PMC4670656,"Nootkatone",1,,81377
PMC4670656,"Pentadecanoic acid",1,,42504
PMC4670656,"Stearyl alcohol",1,,32154
PMC4670656,"Hexadecanamide",1,,74475
PMC4670656,"Octadecyl",1,,26755
PMC4670656,"Allyl",1,,30361
PMC4670656,"Spinacene",1,,15440
PMC4672195,"carvacrol",72,,3440
PMC4672195,"cinnamaldehyde",28,,16731
PMC4672195,"thymol",22,,27607
PMC4672195,"Potassium",17,,85264
PMC4672195,"hydroxyl group",17,,43176
PMC4672195,"eugenol",16,,4917
PMC4672195,"Vanillin",13,,18346
PMC4672195,"p-cymene",8,,28768
PMC4672195,"(+)-carvone",7,,15399
PMC4672195,"methyl ether",7,,28887
PMC4672195,"amino",6,,46882
PMC4672195,"Farnesol",5,,42680
PMC4672195,"glucose",5,,42758
PMC4672195,"oxygen",5,,25805
PMC4672195,"proteins",3,,16541
PMC4672195,"o-cresol",3,,28054
PMC4672195,"cyclic hydrocarbons",3,,33663
PMC4672195,"Pectin",3,,17309
PMC4672195,"acetate",3,,47622
PMC4672195,"butyric acid",2,,30772
PMC4672195,"Nerolidol",2,,7524
PMC4672195,"Plaunotol",2,,32023
PMC4672195,"(+) menthol",2,,76310
PMC4672195,"linalyl acetate",2,,6469
PMC4672195,"aromatic compound",2,,33655
PMC4672195,"hydrocarbons",2,,24632
PMC4672195,"benzene ring",2,,52879
PMC4672195,"methyl group",2,,32875
PMC4672195,"carbon",2,,33415
PMC4672195,"organic compounds",1,,50860
PMC4672195,"eucalyptol",1,,27961
PMC4672195,"butyrate",1,,17968
PMC4672195,"propionate",1,,17272
PMC4672195,"peptidoglycan",1,,8005
PMC4672195,"teichoic acid",1,,30049
PMC4672195,"lipopolysaccharides",1,,16412
PMC4672195,"terpene",1,,35186
PMC4672195,"alcohols",1,,30879
PMC4672195,"geraniol",1,,17447
PMC4672195,"geranylgeraniol",1,,46762
PMC4672195,"propidium iodide",1,,51240
PMC4672195,"phenyl",1,,30396
PMC4672195,"polysaccharides",1,,18154
PMC4672195,"iodide",1,,16382
PMC4672195,"benzene",1,,16716
PMC4672195,"toluene",1,,17578
PMC4672195,"ethylbenzene",1,,16101
PMC4672195,"o-xylene",1,,28063
PMC4672195,"cyano",1,,48819
PMC4672195,"chloride",1,,17996
PMC4672195,"homoserine lactones",1,,58093
PMC4672195,"oligopeptides",1,,25676
PMC4672195,"chamomile",1,,18388
PMC4672195,"molds",1,,59963
PMC4672195,"hexane",1,,29021
PMC4672195,"isopropyl group",1,,30353
PMC4672195,"ether",1,,35702
PMC4672195,"aldehyde",1,,17478
PMC4672195,"potassium ions",1,,29103
PMC4673553,"citric acid",8,,30769
PMC4673553,"sucrose",7,,17992
PMC4673553,"water",5,,15377
PMC4673553,"letters",2,,6446
PMC4673553,"phenyl",1,,30396
PMC4673553,"acetylene",1,,27518
PMC4673553,"aldehyde",1,,17478
PMC4673553,"acetic acid",1,,15366
PMC4673553,"pinene",1,,17187
PMC4673553,"fenchyl alcohol",1,,15405
PMC4673553,"aluminum",1,,49470
PMC4673553,"Carvone",1,,38265
PMC4673553,"sulphur dioxide",1,,18422
PMC4673882,"eugenol",6,,4917
PMC4673882,"water",5,,15377
PMC4673882,"muscimol",4,,7035
PMC4673882,"proteins",3,,16541
PMC4673882,"carvone",2,,38265
PMC4673882,"furosemide",2,,47426
PMC4673882,"phosphocreatine",2,,17287
PMC4673882,"gluconate",2,,24265
PMC4673882,"3-ms",2,,20141
PMC4673882,"phenylindole",1,,48559
PMC4673882,"acetate",1,,47622
PMC4673882,"ethyl",1,,62801
PMC4673882,"butyrate",1,,17968
PMC4673882,"rest on",1,,6820
PMC4673882,"gamma",1,,30212
PMC4673882,"chloride",1,,17996
PMC4673882,"Ca2+",1,,29108
PMC4673882,"paraformaldehyde",1,,61538
PMC4673882,"sodium citrate",1,,53258
PMC4673882,"Triton",1,,29234
PMC4673882,"gelatin",1,,5291
PMC4673882,"glycerol",1,,17754
PMC4673882,"myo-Inositol",1,,17268
PMC4673882,"pyruvate",1,,15361
PMC4673882,"ascorbic acid",1,,29073
PMC4673882,"6-cyano-7-nitroquinoxaline-2,3-dione",1,,34468
PMC4673882,"2-amino-5-phosphonopentanoic acid",1,,138644
PMC4673882,"tetrodotoxin",1,,9506
PMC4673882,"hydrazide",1,,35362
PMC4673882,"mineral",1,,46662
PMC4684335,"pinene",18,,17187
PMC4684335,"caryophyllene",15,,10357
PMC4684335,"limonene",11,,15384
PMC4684335,"methyl",11,,32875
PMC4684335,"myrcene",9,,17221
PMC4684335,"benzaldehyde",6,,17169
PMC4684335,"linalool",6,,17580
PMC4684335,"humulene",5,,5768
PMC4684335,"3-carene",5,,35661
PMC4684335,"acetate",5,,47622
PMC4684335,"Methyl anthranilate",5,,73244
PMC4684335,"Nerol",5,,29452
PMC4684335,"nonanal",4,,84268
PMC4684335,"phellandrene",4,,50034
PMC4684335,"terpinolene",4,,9457
PMC4684335,"cadinene",4,,22976
PMC4684335,"cocaine",4,,60056
PMC4684335,"Propylamine",4,,39870
PMC4684335,"and p",3,,73329
PMC4684335,"dimethyl",3,,42266
PMC4684335,"Acetic acid",3,,15366
PMC4684335,"Butane",3,,41264
PMC4684335,"Camphene",3,,3830
PMC4684335,"Decanal",3,,31457
PMC4684335,"Heptanal",3,,34787
PMC4684335,"Isobutyraldehyde",3,,48943
PMC4684335,"Linalyl acetate",3,,6469
PMC4684335,"ketone",3,,17087
PMC4684335,"Octanal",3,,17935
PMC4684335,"guaiacol",3,,28591
PMC4684335,"Phenol",3,,15882
PMC4684335,"Valencene",2,,61700
PMC4684335,"selinene",2,,49272
PMC4684335,"1-methylethyl",2,,30353
PMC4684335,"methylcarbamate",2,,76606
PMC4684335,"organic compounds",2,,50860
PMC4684335,"terpineol",2,,26876
PMC4684335,"amphetamine",2,,51062
PMC4684335,"aluminum",2,,49470
PMC4684335,"nerolidol",2,,7524
PMC4684335,"3-methylphenyl",2,,52555
PMC4684335,"hydrazine",2,,15571
PMC4684335,"ethenyl",2,,37603
PMC4684335,"o-xylene",2,,28063
PMC4684335,"formate",2,,52343
PMC4684335,"Fenchyl alcohol",2,,15405
PMC4684335,"Isoeugenol",2,,18224
PMC4684335,"p-cymene",2,,28768
PMC4684335,"Toluene",1,,17578
PMC4684335,"Tridecane",1,,35998
PMC4684335,"Tyramine",1,,327995
PMC4684335,"Undecane",1,,46342
PMC4684335,"Verbenone",1,,9955
PMC4684335,"copaene",1,,10221
PMC4684335,"3-(3-hydroxyphenyl)-2-propenoic acid",1,,47925
PMC4684335,"methyl ester",1,,25248
PMC4684335,"1,8-Cineole",1,,27961
PMC4684335,"Guaiol",1,,5552
PMC4684335,"heptenone",1,,24523
PMC4684335,"Farnesene",1,,39237
PMC4684335,"diamonds",1,,33417
PMC4684335,"Methamphetamine",1,,6809
PMC4684335,"nitrogen",1,,25555
PMC4684335,"heroin",1,,27808
PMC4684335," sec",1,,32746
PMC4684335,"Polydimethylsiloxane",1,,61468
PMC4684335,"helium",1,,33681
PMC4684335,"psi",1,,74981
PMC4684335,"(+)-sativene",1,,64800
PMC4684335,"1,2,3,4-tetramethylbenzene",1,,38997
PMC4684335,"1,3,5-triazine-2,4,6-triamine",1,,27915
PMC4684335,"1,3-dichlorobenzene",1,,36693
PMC4684335,"1,4-diethylbenzene",1,,34062
PMC4684335,"1-butanol",1,,28885
PMC4684335,"2-propanol",1,,17824
PMC4684335,"1-hexadecanol",1,,16125
PMC4684335,"2-butanone",1,,28398
PMC4684335,"2-butoxyethanol",1,,63921
PMC4684335,"1,3-dimethylbenzene",1,,28488
PMC4684335,"2-ethoxyethanol",1,,46788
PMC4684335,"2-ethyltoluene",1,,34276
PMC4684335,"2-heptanone",1,,5672
PMC4684335,"2-hydroxyacetophenone",1,,28341
PMC4684335,"isopropenyl",1,,30354
PMC4684335,"naphthalene",1,,16482
PMC4684335,"imidazole",1,,50059
PMC4684335,"2-methyl-2-propanamine",1,,44639
PMC4684335,"2-methylaziridine",1,,82340
PMC4684335,"2-nitropropane",1,,16037
PMC4684335,"2-phenoxyethanol",1,,64275
PMC4684335,"hexene",1,,24579
PMC4684335,"3,4,5-trimethylphenol",1,,38896
PMC4684335,"ethyl",1,,62801
PMC4684335,"3-ethyltoluene",1,,77512
PMC4684335,"3-pentanol",1,,77519
PMC4684335,"ethoxy",1,,42241
PMC4684335,"methyl guaiacol",1,,59114
PMC4684335,"4-pyridinamine",1,,34385
PMC4684335,"2-methylpyridine",1,,50415
PMC4684335,"7-methoxycoumarin",1,,5679
PMC4684335,"Acetaldehyde",1,,43923
PMC4684335,"Acetamide",1,,27856
PMC4684335,"Acetone",1,,15347
PMC4684335,"Acetophenone",1,,27632
PMC4684335,"Acrolein",1,,15368
PMC4684335,"Anethole",1,,35616
PMC4684335,"Benzonitrile",1,,27991
PMC4684335,"Benzophenone",1,,41308
PMC4684335,"Benzyl acetate",1,,52051
PMC4684335,"Benzyl Alcohol",1,,17987
PMC4684335,"Benzyl",1,,22744
PMC4684335,"Benzyl nitrile",1,,25979
PMC4684335,"Betahistine",1,,35677
PMC4684335,"Betazole",1,,59170
PMC4684335,"Carbofuran",1,,34611
PMC4684335,"Carvacrol",1,,3440
PMC4684335,"Citronellyl acetate",1,,70478
PMC4684335,"Cumene",1,,34656
PMC4684335,"Cuminaldehyde",1,,28671
PMC4684335,"Diacetone alcohol",1,,55381
PMC4684335,"Dibutyl phthalate",1,,34687
PMC4684335,"Diethyl Phthalate",1,,34698
PMC4684335,"Dimethylsulfide",1,,17437
PMC4684335,"Dimethylsulfone",1,,9349
PMC4684335,"carvone",1,,38265
PMC4684335,"Dodecane",1,,28817
PMC4684335,"Durene",1,,38978
PMC4684335,"Estragole",1,,4867
PMC4684335,"Ethanol",1,,44730
PMC4684335,"Ethylacetate",1,,27750
PMC4684335,"Ethylene",1,,29362
PMC4684335,"Ethylenediamine",1,,30347
PMC4684335,"Ethylenimine",1,,30969
PMC4684335,"Eugenol",1,,4917
PMC4684335,"Formic acid",1,,30751
PMC4684335,"Furfural",1,,34768
PMC4684335,"Hexadecane",1,,45296
PMC4684335,"Hexanoic acid, methyl ester",1,,77322
PMC4684335,"Hexanoic acid",1,,30776
PMC4684335,"propyl",1,,26308
PMC4684335,"ester",1,,35701
PMC4684335,"Hexestrol",1,,31669
PMC4684335,"Hordenine",1,,5764
PMC4684335,"Isoamyl alcohol",1,,15837
PMC4684335,"Isobutane",1,,30363
PMC4684335,"Isocyanatomethane",1,,59059
PMC4684335,"Isoprene",1,,35194
PMC4684335,"Isoquinoline",1,,16092
PMC4684335,"Longifolene",1,,6530
PMC4684335,"Methyl acetate",1,,77700
PMC4684335,"acetylsalicylate",1,,15365
PMC4684335,"Methyl benzoate",1,,72775
PMC4684335,"heptanoate",1,,32362
PMC4684335,"mercaptan",1,,29256
PMC4684335,"Methyl salicylate",1,,31832
PMC4684335,"valerate",1,,31011
PMC4684335,"Methylene chloride",1,,15767
PMC4684335,"Nitrobenzene",1,,27798
PMC4684335,"Nonane",1,,32892
PMC4684335,"hydroquinone",1,,17594
PMC4684335,"aminotoluene",1,,22531
PMC4684335,"Pentadecane",1,,28897
PMC4684335,"Pentamethylbenzene",1,,38998
PMC4684335,"Pentanal",1,,84069
PMC4684335,"Perillaldehyde",1,,15421
PMC4684335,"Phenylethyl alcohol",1,,49000
PMC4684335,"Piperidine",1,,589779
PMC4684335,"Piperonal",1,,8240
PMC4684335,"Propanal",1,,17153
PMC4684335,"Propanoic acid",1,,30768
PMC4684335,"Propofol",1,,44915
PMC4684335,"Propylene glycol",1,,16997
PMC4684335,"p-xylene",1,,27417
PMC4684335,"Sabinene",1,,50027
PMC4684335,"Styrene",1,,27452
PMC4684335,"benzene",1,,16716
PMC4684335,"Tetrahydrozoline",1,,28674
PMC4684335,"Thymol",1,,27607
PMC4686661,"photon",8,,30212
PMC4686661,"agarose",4,,2511
PMC4686661,"sorbitol",4,,30911
PMC4686661,"protein",2,,16541
PMC4686661,"isopentyl acetate",2,,31725
PMC4686661,"carvone",2,,38265
PMC4686661,"phenylacetaldehyde",2,,16424
PMC4686661,"cy3",2,,37990
PMC4686661,"mineral",2,,46662
PMC4686661,"calcium",1,,29320
PMC4686661,"Alexa Fluor 568",1,,51766
PMC4686661,"Trehalose",1,,27082
PMC4686661,"Sucrose",1,,17992
PMC4686661,"aluminium",1,,28984
PMC4686661,"benzyl acetate",1,,52051
PMC4686661,"ethyl acetate",1,,27750
PMC4686661,"ethyl",1,,62801
PMC4686661,"hexanoate",1,,30776
PMC4686661,"geranyl acetate",1,,5331
PMC4686661,"arena",1,,82044
PMC4686661,"retina",1,,15367
PMC4707358,"retinoic acid",5,,26536
PMC4707358,"carbon dioxide",3,,16526
PMC4707358,"Hydrogen Peroxide",2,,16240
PMC4707358,"methyl",2,,32875
PMC4707358,"isopropyl",2,,30353
PMC4707358,"pinene",2,,17187
PMC4707358,"gentamicin",2,,17833
PMC4707358,"sec",2,,32746
PMC4707358,"protein",2,,16541
PMC4707358,"superoxide",1,,18421
PMC4707358,"heme",1,,30413
PMC4707358,"1,4-benzoquinone",1,,16509
PMC4707358,"quinone",1,,36141
PMC4707358,"benzene ring",1,,52879
PMC4707358,"oxygen",1,,25805
PMC4707358,"p-cymene",1,,28768
PMC4707358,"thujene",1,,50030
PMC4707358,"camphene",1,,3830
PMC4707358,"sabinene",1,,50027
PMC4707358,"myrcene",1,,17221
PMC4707358,"phellandrene",1,,50034
PMC4707358,"limonene",1,,15384
PMC4707358,"terpinolene",1,,9457
PMC4707358,"camphor",1,,36773
PMC4707358,"carvone",1,,38265
PMC4707358,"thymol",1,,27607
PMC4707358,"carvacrol",1,,3440
PMC4707358,"borneol",1,,28093
PMC4707358,"magnesium chloride",1,,6636
PMC4707358,"bromide",1,,15858
PMC4707358,"Propidium Iodide",1,,51240
PMC4707358,"water",1,,15377
PMC4707358,"and p",1,,73329
PMC4708660,"water",25,,15377
PMC4708660,"Methyl",22,,32875
PMC4708660,"radical",16,,26519
PMC4708660,"dimethyl",9,,42266
PMC4708660,"limonene",7,,15384
PMC4708660,"acetate",6,,47622
PMC4708660,"monoterpenes",5,,35187
PMC4708660,"alkanes",5,,18310
PMC4708660,"Pinene",5,,17187
PMC4708660,"sesquiterpenes",4,,35189
PMC4708660,"cyclohexene",4,,36404
PMC4708660,"hept",4,,43060
PMC4708660,"methanol",3,,44520
PMC4708660,"hydrogen",3,,49637
PMC4708660,"letters",3,,6446
PMC4708660,"terpenes",3,,35186
PMC4708660,"heptan",3,,43098
PMC4708660,"propan",3,,32879
PMC4708660,"cyclohexadiene",3,,37613
PMC4708660,"methylene",3,,50728
PMC4708660,"Pentadecane",2,,28897
PMC4708660,"aldehydes",2,,17478
PMC4708660,"butylated hydroxytoluene",2,,34247
PMC4708660,"hexane",2,,29021
PMC4708660,"dien",2,,30629
PMC4708660,"Isopropenyl",2,,30354
PMC4708660,"Nonanal",2,,84268
PMC4708660,"Myrcene",2,,17221
PMC4708660,"Bisabolene",2,,49237
PMC4708660,"Tridecane",2,,35998
PMC4708660,"Tetradecane",2,,41253
PMC4708660,"bore",1,,27560
PMC4708660,"alcohols",1,,30879
PMC4708660,"ketones",1,,17087
PMC4708660,"phenols",1,,15882
PMC4708660,"lactones",1,,25000
PMC4708660,"acetals",1,,59769
PMC4708660,"ethers",1,,25698
PMC4708660,"esters",1,,35701
PMC4708660,"ascorbic acid",1,,29073
PMC4708660,"polyethylene",1,,60034
PMC4708660,"sodium sulfate",1,,32149
PMC4708660,"aluminum",1,,49470
PMC4708660,"Phenyl",1,,30396
PMC4708660,"siloxane",1,,48138
PMC4708660,"Helium",1,,33681
PMC4708660,"Linalool",1,,17580
PMC4708660,"benzene",1,,16716
PMC4708660,"Citronellal",1,,47856
PMC4708660,"terpineol",1,,26876
PMC4708660,"Safranal",1,,53169
PMC4708660,"Nerol",1,,29452
PMC4708660,"Neral",1,,29020
PMC4708660,"Carvone",1,,38265
PMC4708660,"cyclohexenone",1,,48951
PMC4708660,"Geraniol",1,,17447
PMC4708660,"Geranial",1,,16980
PMC4708660,"Citronellyl acetate",1,,70478
PMC4708660,"Geranyl acetate",1,,5331
PMC4708660,"geranate",1,,67260
PMC4708660,"Thujene",1,,50030
PMC4708660,"isopropyl",1,,30353
PMC4708660,"Camphene",1,,3830
PMC4708660,"bicyclo[2.2.1]heptane",1,,71546
PMC4708660,"Sabinene",1,,50027
PMC4708660,"phellandrene",1,,50034
PMC4708660,"Terpinolene",1,,9457
PMC4708660,"Isopropylidene",1,,29858
PMC4708660,"humulene",1,,5768
PMC4708660,"Farnesene",1,,39237
PMC4708660,"Valencene",1,,61700
PMC4708660,"Bicyclogermacrene",1,,63709
PMC4708660,"caryophyllene",1,,10357
PMC4708660,"methylidene",1,,29358
PMC4724840,"limonene",4,,15384
PMC4724840,"cuminaldehyde",3,,28671
PMC4724840,"Helium",2,,33681
PMC4724840,"alkanes",2,,18310
PMC4724840,"Pinene",2,,17187
PMC4724840,"water",1,,15377
PMC4724840,"pyrimethamine",1,,8673
PMC4724840,"sulfadiazine",1,,9328
PMC4724840,"sodium sulfate",1,,32149
PMC4724840,"nitrogen",1,,25555
PMC4724840,"phenyl",1,,30396
PMC4724840,"methyl",1,,32875
PMC4724840,"siloxane",1,,48138
PMC4724840,"Thujene",1,,50030
PMC4724840,"Sabinene",1,,50027
PMC4724840,"Myrcene",1,,17221
PMC4724840,"Terpinene-4-ol",1,,78884
PMC4724840,"Terpineol",1,,26876
PMC4724840,"Caryophyllene",1,,10357
PMC4724840,"Bisabolene",1,,49237
PMC4724840,"Selinene",1,,49272
PMC4724840,"Myristicin",1,,68234
PMC4724840,"Germacrene",1,,36743
PMC4724840,"Dillapiol",1,,70453
PMC4724840,"hydrocarbon",1,,24632
PMC4724840,"monoterpenes",1,,35187
PMC4724840,"carvacrol",1,,3440
PMC4724840,"thymol",1,,27607
PMC4724840,"carvone",1,,38265
PMC4724840,"terpenoids",1,,26873
PMC4724840,"terpenes",1,,35186
PMC4730278,"Perillaldehyde",76,,15421
PMC4730278,"Epoxide",74,,32955
PMC4730278,"Perillyl Alcohol",29,,15420
PMC4730278,"p-menthane",8,,25826
PMC4730278,"hematoxylin",5,,5601
